50 4	128 40
64 280 64 5 30 864 7 214 10 150 26 5 66 4	774 11 19 25 31 1176 29 2101 30 116 26 5 15 645 4
47 119 1912 26 16 27 935 43 8 1354 4	28 49 1316 6 600 26 12 54 1018 46 1501 4
47 118 26 1190 75 89 7 20 533 19 470 4	1102 26 15 1433 9 276 41 68 386 56 502 4
47 161 26 299 1 253 238 198 279 4	15 204 26 31 275 1 522 192 41 270 311 4
47 8 526 19 8 840 37 3643 8 394 4	13 16 736 56 976 36 7095 15 458 4
315 1 63 1218 2271 8 766 4	6 6875 1 1 77 15 1133 6 16 640 4
318 5 27 21 10 437 26 5 69 7 101 10 999 4	123 19 111 2328 26 19 25 197 176 23 871 4
640 6 56 22 26 5 51 140 664 12 438 4	6 86 13 47 26 5 83 11 179 902 9 686 4
309 1307 1305 198 1282 3508 4	31 125 500 95 1 46 4608 6 1261 4
94 8 137 26 24 6 261 91 65 379 504 9	13 501 26 66 10 264 114 29 36 239 7
94 8 137 26 24 6 261 91 65 379 504 9	13 501 26 63 17 264 114 29 36 239 7
94 8 137 26 24 6 261 91 65 379 504 9	13 501 26 10 18 52 36 366 6 138 553 26 239 7
94 8 137 26 24 6 261 91 65 379 504 9	13 501 26 52 18 52 36 366 6 138 553 26 239 7
30 5 88 8 1089 1 43 20 778 9	181 5 124 24 4125 4840 55 20 1497 7
30 6 61 15 196 158 8 526 19 8 264 9	161 10 15 38 185 16 736 6 16 250 7
30 6 61 15 196 158 8 526 19 8 264 9	9 20 11 17 71 15 778 185 16 736 6 16 250 7
30 6 98 85 22 95 8 706 12 9	427 10 33 97 88 61 324 15 741 26 45 12 10 191 7
30 6 1777 10 81 706 32 330 9	161 10 5010 23 134 741 34 491 7
30 6 1777 10 81 706 32 330 9	17 71 5010 23 134 741 34 491 7
30 6 791 189 114 32 8 178 3549 9	71 17 467 177 29 126 6 494 34 16 1449 6 1556 7
30 6 791 189 114 32 8 178 3549 9	71 17 7261 177 29 126 34 16 1449 6 1827 7
30 6 791 189 114 32 8 178 3549 9	71 17 467 177 29 126 6 494 34 16 1449 6 1827 7
30 6 791 189 114 32 8 178 3549 9	161 10 467 177 29 126 6 494 34 16 1449 6 1556 7
30 6 791 189 114 32 8 178 3549 9	161 10 467 177 29 126 6 494 34 16 1449 6 1827 7
30 6 791 189 114 32 8 178 3549 9	161 10 7261 177 29 126 34 16 1449 6 1556 7
30 6 791 189 114 32 8 178 3549 9	161 10 7261 177 29 126 34 16 1449 6 1827 7
30 6 85 22 95 8 1666 328 370 12 9	161 10 33 97 88 61 324 16 1 4332 16 42 958 7
30 6 2512 13 20 866 256 91 14 9	161 10 1043 11 20 972 5726 6 22 7
30 6 2512 13 20 866 256 91 14 9	71 17 1043 11 20 972 5726 6 22 7
30 11 6 88 10 1 756 297 53 9	17 21 63 8 152 30 1 98 81 7
2751 1076 96 7 186 168 8 329 4	31 4367 27 95 4058 13 1427 16 393 13 42 288 4
1 131 1 606 1 684 4	15 1 3214 1674 6 900 569 29 6714 4
89 7 51 19 15 26 5 93 79 10 2863 4	303 43 26 19 25 92 103 29 23 323 7053 4
1334 29 2235 71 6 24 119 402 4	6158 59 3450 62 10 66 96 282 11 20 132 4
1334 29 2235 71 6 24 119 402 4	7336 59 6956 62 17 63 16 735 282 4
3924 12 86 393 5164 21 8 1306 1356 4	15 4896 9 30 3489 1127 200 1152 1126 29 1048 4
97 6 98 790 10 169 415 103 1049 9	263 17 26 45 12 51 191 26 1138 23 230 113 42 1109 7
97 6 303 22 8 137 7 8 291 381 9	427 10 44 1600 15 468 6 16 464 7
48 8 4366 2732 21 8 4057 9	15 1 18 52 12 225 254 13 16 4583 7
48 6 497 283 47 8 287 118 161 9	10 10 58 1490 153 13 16 1040 7
48 6 50 947 820 8 524 818 9	58 10 327 96 254 265 31 625 29 80 7
48 6 50 947 820 8 524 818 9	69 17 890 96 254 265 31 625 29 80 7
48 6 50 947 820 8 524 818 9	58 10 1484 96 254 265 31 625 29 80 7
48 6 50 947 820 8 524 818 9	58 10 877 96 254 265 31 625 29 80 7
62 11 6 40 13 14 97 257 8 839 9	14 266 17 8 11 22 537 298 6 16 977 7
18 6 40 119 81 1911 7 151 297 59 9	334 17 6 870 2835 34 193 26 813 29 81 7
18 6 40 119 81 1911 7 151 297 59 9	1080 10 6 870 2835 34 193 26 813 29 81 7
18 6 40 70 16 75 102 1029 91 165 9	337 10 78 12 9 1470 6 24 186 7
18 6 243 71 5 200 6 10 921 19 402 9	1017 10 23 928 13 20 11 5 10 1674 30 219 125 416 7
18 6 93 39 22 7 50 7 234 43 6 9	50 17 92 11 5 52 4118 13 229 7
18 6 93 39 7 50 7 8 287 43 14 9	50 17 92 102 13 16 295 55 22 7
18 6 230 8 120 20 457 27 773 9	51 2014 17 15 209 88 68 381 18 80 1633 7
18 6 230 28 14 27 602 177 9	10 1688 10 20 11 22 1082 153 7
18 6 230 28 14 27 602 177 9	17 51 2014 20 11 22 1082 153 7
18 6 51 13 6 78 497 232 747 9	303 17 11 17 224 716 13 53 6498 7
18 6 51 13 6 78 497 232 747 9	329 10 11 10 817 716 13 53 6498 7
18 6 51 13 6 78 497 232 747 9	329 10 11 10 817 716 13 53 4952 7
18 6 51 13 6 78 497 232 747 9	329 10 11 10 817 716 13 53 1 7
18 6 51 13 6 78 497 232 747 9	303 17 11 17 224 716 13 53 4952 7
162 20 395 13 25 24 7 1774 4777 9	75 951 52 12 11 27 5894 27 1 28 4189 7
146 13 1260 19 227 434 6 123 438 4	38 20 512 6 85 51 57 4944 686 4
146 13 1260 19 227 434 6 123 438 4	38 20 512 6 85 10 57 4944 686 4
23 11 35 1 198 10 1972 702 19 2397 4	14 10 364 8 1 98 30 1 6 561 4
23 11 661 22 7 92 6 43 33 539 4	14 52 570 8 13 20 11 5 52 215 34 205 589 4
23 11 1893 22 126 30 11 6 88 5 115 293 9	14 44 4264 8 40 14 71 17 8 124 11 5 32 28 117 6 114 7
23 11 672 8 1 13 1 8 3962 1006 4	14 5992 8 16 3261 200 1061 29 1324 4
23 11 186 8 777 538 8 2473 19 8 482 4	14 777 8 15 499 60 1133 6 16 505 4
23 11 449 52 43 316 10 574 2652 19 114 4	14 76 1 8 438 29 126 40
23 11 478 58 222 13 258 11 393 4	14 51 1369 8 6 223 187 1355 40
23 11 478 4 5 130 6 174 78 35 528 4	14 52 28 157 8 4 5 10 25 79 11 49 3349 91 4
23 11 478 4 5 130 6 174 78 35 528 4	14 10 28 237 8 4 5 10 25 79 11 49 3349 91 4
23 11 478 4 5 130 6 174 78 35 528 4	14 10 28 237 8 4 5 52 25 79 11 49 3349 91 4
896 503 13 3620 27 10 3260 4	411 41 68 943 6 687 208 23 4496 4
896 503 13 3620 27 10 3260 4	411 41 68 943 6 687 18 80 23 4496 4
820 8 658 26 5256 467 297 8 561 4	265 16 667 26 31 7421 1 995 683 201 77 995 683 4
362 68 19 96 27 860 182 1141 741 4	1167 6 27 18 648 183 1625 665 4
2811 31 8 364 17 2133 1569 938 4	31 3579 65 31 939 1 31 42 518 56 131 4
5259 1319 233 3341 7 159 4317 4	31 2348 1 3952 2352 13 6 553 6150 4
259 1025 15 17 424 26 15 17 144 10 304 127 4	119 62 36 9 370 26 35 9 49 6 119 30 343 137 4
187 5155 3753 1689 43 15 4	356 7288 1808 70 6792 6 2961 4
187 57 5 220 8 3294 26 5 115 1860 1007 4	356 146 11 5 1118 16 4298 5 32 1665 4155 4
327 21 8 160 84 74 10 4514 19 3817 4	49 15 131 41 16 310 4287 23 6927 6 5103 4
327 21 8 160 84 74 10 4514 19 3817 4	49 15 131 41 16 310 18 2724 23 6927 6 5103 4
844 22 26 3132 26 24 6 102 750 366 9	361 44 1258 26 2064 26 66 10 979 20 204 7
5256 63 1 103 107 210 158 4	31 7421 1 345 11 87 527 4
462 680 7 8 533 95 44 36 1939 4	777 24 1016 1106 262 13 16 2532 88 67 45 1 4
171 240 46 305 47 8 739 19 8 482 4	156 856 460 60 1030 6 16 505 4
171 240 46 305 47 8 739 19 8 482 4	1422 856 460 60 1030 6 16 505 4
282 131 31 332 7 195 46 1 4	113 6 203 65 2350 6 417 138 1 4
3013 26 53 12 86 1835 21 140 559 4	2751 26 12 43 18 23 2181 41 179 581 4
2090 651 26 46 1 31 153 4158 4	4342 26 138 976 65 121 1756 4
1763 12 103 2849 107 121 286 4	24 1958 9 42 4376 11 49 4
91 8 545 16 475 26 174 637 4	56 211 88 12 9 276 26 49 18 759 4
1877 651 26 814 223 390 107 721 4	29 30 422 4793 26 31 823 1046 42 278 11 31 769 4
1877 651 26 814 223 390 107 721 4	28 1840 26 31 823 1046 42 278 11 31 769 4
1877 26 814 223 1598 241 390 107 721 4	28 1840 26 31 823 1046 352 222 6 42 11 31 769 4
1341 4 5 54 88 6 47 8 57 25 861 42 4	60 562 4 5 10 1909 13 24 190 317 27 93 1 4
1341 4 5 54 88 6 47 8 57 25 861 42 4	60 562 4 5 10 1909 13 24 190 1 4
1487 156 11 4901 419 141 1 4	15 1707 14 5410 8 421 13 104 6 588 4130 4
1487 156 11 4901 419 141 1 4	15 1707 14 5410 8 421 13 5328 6 588 4130 4
1 12 68 19 8 1 1911 21 817 4	1 9 23 46 1 31 42 1 6 882 4
24 6 102 432 2540 45 442 9	63 17 1289 60 3633 195 24 163 394 7
24 6 468 42 8 1223 19 33 5037 9	66 10 547 6 73 308 6 6310 7
24 6 210 69 10 142 1522 1955 9	63 17 169 162 30 1995 13 1598 7
24 6 210 116 58 2064 10 267 9	63 17 169 347 13 615 912 7
24 6 261 121 58 8 3564 9	63 17 264 120 11 20 132 13 501 6 24 4682 7
24 6 261 121 58 8 3564 9	66 10 264 120 11 20 132 13 501 6 24 4682 7
16 2366 13 16 175 7 1114 91 59 4	12 18 1713 37 12 54 1467 6 45 2733 29 81 4
16 3393 228 94 4056 46 896 900 4	99 754 1 37 12 4368 840 13 24 706 56 1004 6 411 4
16 3838 422 94 406 10 3085 427 4	12 45 9 1490 13 289 30 363 1 4
16 188 22 111 402 58 8 1699 900 4	12 44 18 1264 214 416 13 501 56 2399 6 2777 4
16 704 22 338 26 90 5 69 188 32 544 4	12 44 18 1454 23 319 26 390 11 19 155 253 23 565 4
16 30 192 309 289 56 154 60 170 4	12 238 72 91 64 24 279 64 15 164 4
16 1800 8 1240 47 8 118 545 4	12 18 2001 15 763 10 60 471 211 4
16 621 198 1334 43 45 1665 19 131 4	12 9 28 1232 55 165 1876 6 203 4
16 3999 19 38 419 189 57 7 220 4	12 61 2066 6 14 8 104 698 6 74 34 289 4
16 3999 19 38 419 189 57 7 220 4	12 61 2066 6 14 8 104 177 6 74 34 289 4
16 247 11 500 8 1 19 8 338 4	12 14 537 8 941 24 1 56 319 4
16 468 7 128 73 590 334 56 32 45 4	12 1596 6 1893 6 545 30 146 34 165 4
16 62 11 41 232 2806 91 46 360 4	12 21 1047 53 6889 6 100 355 4
16 62 11 883 21 5267 28 16 175 4	12 14 5355 8 13 837 20 37 12 374 4
16 129 11 500 10 506 525 46 4010 4	12 21 18 299 375 507 70 6427 4
16 1221 46 326 309 7 29 426 56 7 22 4	12 18 1801 70 543 13 59 402 64 13 47 4
16 233 10 4304 4316 19 8 389 4	12 18 366 30 6428 5373 6 24 389 4
16 233 86 844 58 70 16 69 102 1029 4	12 5768 30 1481 34 70 2038 4
16 69 10 856 389 42 46 137 7 165 4	12 18 162 23 389 6 1553 28 3499 13 24 186 4
16 69 8 2203 7 101 29 127 242 867 4	12 18 162 15 6626 6 176 82 137 187 33 15 415 4
16 181 7 521 1033 19 10 2845 4706 4	12 1 37 12 1 23 5145 3018 4
16 75 2659 422 7 46 1680 1263 4	12 45 9 2849 13 138 2564 4350 4
16 12 645 26 56 5 23 11 41 645 131 4	12 9 887 64 5 21 106 8 31 203 4184 4
16 12 2303 241 173 4 16 12 722 32 46 493 4	12 18 2567 222 4 12 9 218 34 70 420 4
16 12 3813 56 75 67 1207 202 1381 4	12 9 2002 64 21 18 8 6 1333 64 1439 4
16 12 60 108 463 21 488 1054 4	12 45 1429 105 13 24 363 56 502 4
16 156 11 124 251 4 16 172 24 69 86 389 4	12 21 9 8 129 6 715 4 107 53 18 52 12 162 23 389 4
16 542 8 1 47 1 43 10 1003 862 4	12 1792 31 1 13 1598 13 16 1 4
16 322 407 170 28 15 12 41 7 35 800 4	12 751 177 91 20 11 39 57 11 29 53 1146 4
16 179 8 4727 1637 7 1150 7 1 4	12 18 1134 16 2086 1 34 1010 60 7403 4
16 1045 7 22 4 13 12 70 5 115 444 43 52 4	12 44 18 1041 4 35 9 34 39 11 5 32 28 418 507 76 4
16 453 21 10 1 1104 538 4768 481 4	12 513 41 23 1202 6 3464 440 6 1 5311 4
16 398 41 10 4790 430 21 8 5070 4	12 130 24 151 29 23 4423 1 98 31 4254 4
16 263 345 45 8 1635 16 69 3364 4	12 18 304 335 99 31 1838 6 100 3348 4
16 4881 901 26 278 19 28 16 78 191 4	12 2811 23 684 13 24 984 26 1597 6 20 37 12 1 4
16 1181 73 10 2102 56 398 47 46 1812 4	12 856 23 2542 64 5866 100 612 4
16 1181 73 10 2102 56 398 47 46 1812 4	12 856 23 2542 64 61 1248 16 612 4
16 467 8 1021 19 232 430 56 1 4	12 4245 15 1050 6 61 38 1007 64 1 4
16 4776 1 56 27 332 7 132 4	12 1 1037 64 1367 114 4
16 4776 1 56 27 332 7 132 4	12 18 3824 1037 64 18 257 114 4
16 138 16 69 89 7 470 8 3191 264 4	12 79 37 12 45 9 729 60 502 16 250 6499 4
16 138 46 171 27 1044 26 113 13 27 10 509 4	12 79 11 70 156 54 423 26 133 35 54 23 1435 4
16 87 24 8 110 7 925 32 422 4	12 400 104 15 713 6 1122 98 76 119 4
16 580 47 117 45 120 1186 19 76 74 4	12 2023 13 16 116 195 16 330 60 517 6 338 4
16 1526 13 5 3301 52 7 8 287 4	12 18 2855 11 5 24 4118 13 16 295 4
16 130 22 13 16 175 7 163 8 548 4	12 33 79 37 12 374 866 16 1144 4
16 130 22 13 16 175 7 163 8 548 4	12 33 79 37 12 374 866 24 874 4
16 130 22 13 16 78 527 5011 204 572 4	12 44 18 79 37 12 812 248 567 13 7072 15 456 548 4
16 240 8 164 242 1137 15 108 116 4	12 18 1375 15 693 187 118 43 981 4
16 323 21 2467 7 1398 8 1 180 29 455 4	12 18 470 28 3656 6 44 709 31 452 4
16 323 7 804 8 203 26 113 69 67 742 4	12 2800 6 746 15 189 133 7380 6 375 4
16 323 7 804 8 203 26 113 69 67 742 4	12 18 1430 6 746 15 189 133 18 1137 6 375 4
16 763 178 8 617 3941 5030 4	12 2997 13 712 16 658 28 1 1 4
16 27 10 1 4 5 97 85 94 46 2233 4	12 54 164 4 5 524 15 2629 29 163 70 2731 4
16 27 1281 7 40 5 69 915 8 1238 4	12 54 1192 6 198 11 19 155 840 24 706 4
16 27 773 275 19 94 10 895 349 358 4	23 749 360 488 18 225 666 6 76 4
16 27 8 224 194 5 1 32 8 164 4	12 18 80 15 439 202 55 48 19 25 162 23 4530 29 6338 4
16 27 391 47 8 431 177 679 4	153 204 26 12 4466 60 368 4
16 66 2635 1805 71 16 30 11 88 46 426 4	12 61 1 45 12 14 107 8 124 70 402 4
16 4249 8 389 42 46 137 7 165 4	12 1 13 24 389 77 15 468 6 24 186 4
16 149 8 224 1367 47 8 1250 1 4	12 18 3596 15 439 483 56 1 29 1388 4
16 149 8 224 1367 47 8 1250 1 4	12 18 2859 15 439 483 56 1 29 1388 4
16 149 11 132 7 65 56 37 149 11 132 7 52 4	12 1401 6 76 114 64 36 1401 6 76 114 4
944 662 2116 8 291 32 768 458 4	30 687 1754 18 2634 15 117 6 742 201 4
65 1448 47 8 287 27 375 91 765 4	70 1875 1301 6 16 295 54 480 29 53 1053 4
65 1852 434 73 32 65 2162 19 946 4	70 2200 1 70 861 29 895 4
65 471 27 80 142 13 15 1426 8 785 4	100 1 54 359 1069 37 36 1 15 1013 4
65 796 75 102 21 1090 32 182 241 4	70 942 9 28 918 34 183 222 4
65 218 453 21 8 520 45 94 983 4	100 196 513 258 13 16 1717 4
65 1032 97 939 35 261 180 8 799 4	100 893 54 13 554 1 13 600 56 642 4
1 31 1 56 1 4	31 1 65 1 64 1 4
46 776 12 182 440 64 615 64 351 4	70 800 381 9 2175 146 42 825 11 15 1042 4
46 484 1793 5274 52 7 223 21 3086 4	70 1649 1494 76 18 1004 6 409 41 15 1 4
46 250 12 683 7 327 21 20 520 4	70 269 9 1256 6 99 41 20 500 377 4
46 1139 12 736 74 19 8 335 4	100 885 9 599 850 6 282 4
46 3964 627 797 1 64 57 915 4	138 1 1 6 287 28 287 1 55 15 74 4
1 26 8 1 1 1715 7 1 4	1 26 15 1 1 1293 13 24 1 4
4329 26 8 420 66 35 72 41 133 4	1488 11 15 74 277 212 123 144 145 4
49 58 459 74 20 679 32 10 355 9	11 217 17 29 102 491 521 26 20 204 26 34 647 7
49 31 222 76 43 33 2626 352 9	90 39 828 34 141 370 339 7
49 1882 6 1380 29 150 242 1170 126	90 2993 17 609 166 47 187 82 1253 40
49 1882 6 132 13 137 21 616 19 29 392 126	90 2993 17 33 114 6 68 422 626 82 273 40
49 18 6 51 6 77 123 602 13 567 9	6 120 26 303 17 26 224 17 24 151 41 68 694 7
49 18 6 51 6 77 123 602 13 567 9	6 120 26 329 10 26 817 10 24 151 41 68 694 7
49 375 30 6 1236 33 1789 73 33 1332 9	262 13 159 3092 71 17 52 1 15 1712 41 15 1229 7
49 375 30 6 1236 33 1789 73 33 1332 9	262 13 159 3092 2434 10 13 10 1 15 1712 41 15 1229 7
49 12 15 13 6 36 153 80 556 19 1274 9	90 39 61 57 11 17 261 121 149 637 29 1499 7
49 12 15 13 6 36 153 80 556 19 1274 9	90 61 57 12 11 10 247 121 149 1 7
49 142 48 15 101 14 7 2100 8 4022 9	148 6 74 18 52 12 1183 13 22 34 3430 16 4355 7
49 142 162 15 101 91 59 7 8 381 9	148 6 74 139 12 29 81 13 16 464 7
49 142 162 15 101 7 61 7 4004 42 1088 9	148 6 74 139 12 34 1859 1331 13 712 7
49 142 66 15 101 22 7 519 29 539 9	148 6 74 33 1870 52 12 34 778 122 589 7
49 141 19 8 639 42 20 714 18 6 40 9	148 6 753 77 68 766 1080 10 7
49 141 19 8 639 42 20 714 18 6 40 9	148 6 753 77 68 766 334 17 7
49 141 464 31 53 21 33 1224 9	148 29 1382 43 18 52 12 41 73 1031 7
49 141 440 10 307 18 6 50 7 8 1436 9	148 6 146 98 1205 342 10 166 15 1661 7
49 141 440 10 307 18 6 50 7 8 1436 9	148 6 146 98 1205 9 20 11 17 351 166 15 1661 7
1585 2463 63 265 820 8 1 4	46 1727 2749 754 4433 60 556 6 24 1 4
5 239 130 6 26 5 34 38 8 68 82 48 15 4	5 10 25 169 79 26 11 20 21 9 8 47 48 24 25 57 4
5 115 298 13 8 346 27 2823 1 4	5 32 235 11 68 516 61 132 1 13 24 1 4
5 115 245 680 7 670 6 204 816 4	19 25 1356 6 51 562 760 548 4
5 115 38 249 7 750 338 242 987 4	5 14 32 8 1276 13 443 56 319 187 1076 4
5 513 33 665 22 20 562 7 562 4	19 447 11 17 33 15 1997 31 452 41 31 452 4
5 188 8 1 141 440 7 84 22 551 4	19 25 253 13 1 3106 200 1 6 33 490 728 4
5 627 2651 43 33 171 177 4	19 25 57 16 1332 6 73 156 26 153 4
5 627 2651 43 33 171 177 4	19 25 57 153 16 1332 6 73 156 4
5 627 2651 43 33 171 177 4	19 25 57 153 16 1332 6 94 156 4
5 622 7 1143 8 1 19 46 4254 4	19 25 578 13 1 6 16 4084 6 70 501 4
5 301 20 166 32 294 26 38 32 29 392 4	19 25 294 20 172 34 47 26 8 34 82 273 4
5 447 33 431 133 26 113 6 489 11 21 4	19 25 661 94 368 144 145 26 133 17 21 43 111 8 4
5 447 33 431 133 26 113 6 489 11 21 4	19 25 661 73 368 144 145 26 133 10 21 43 309 8 4
5 30 933 124 42 29 3633 71 5 573 29 164 4	5 71 33 1 77 122 6791 62 5 2316 59 147 4
5 30 230 90 6 63 72 10 169 396 4	5 33 610 6 127 17 21 111 37 23 230 424 4
5 30 230 90 6 63 72 10 169 396 4	5 33 616 127 17 21 111 37 23 230 424 4
5 30 11 157 5 62 11 51 19 13 886 4	5 21 171 8 13 242 11 5 21 829 8 347 13 39 42 241 4
5 30 11 157 6 36 293 7 22 41 20 4	5 21 171 8 13 242 11 10 33 3156 481 4
5 30 11 157 6 36 293 7 22 41 20 4	5 21 171 8 13 242 11 17 33 1025 481 4
5 30 11 18 121 418 20 1117 12 196 4	5 14 71 112 38 476 11 20 807 21 9 8 391 4
5 30 11 587 8 675 148 107 13 4	5 14 71 8 837 16 671 175 11 39 4
5 30 11 922 74 49 7 1 20 1003 4	5 21 171 8 13 417 90 38 2524 68 1105 4
5 30 11 92 113 926 90 5 51 58 13 4	5 14 71 44 894 6 696 127 5 83 13 39 4
5 30 11 92 15 71 754 39 7 1 43 22 4	5 14 71 112 43 38 62 31 692 725 1 55 47 4
5 30 11 92 472 29 171 12 144 762 4	5 14 71 44 894 6 531 11 59 156 9 121 28 194 4
5 30 11 790 6 8 137 6 39 7 35 979 4	5 14 71 52 1138 6 16 422 317 17 50 11 5 52 3090 4
5 30 11 790 6 8 137 6 39 7 35 979 4	5 14 71 10 1138 6 16 422 317 10 178 11 5 10 3090 4
5 30 11 1506 15 26 113 5 34 122 16 27 2954 4	5 14 71 8 15 1979 133 5 32 749 37 12 18 80 4993 4
5 30 11 230 95 20 169 1 620 4	5 21 171 8 13 33 944 88 128 20 1 4
5 30 11 88 21 318 8 3970 31 673 4	5 14 71 8 124 13 24 984 596 11 31 5335 65 2511 4
5 30 11 85 6 448 49 142 15 66 101 4	5 14 71 8 51 97 477 148 6 74 75 1475 4
5 30 11 85 6 448 49 142 15 66 101 4	5 14 71 8 51 97 477 148 6 74 39 1475 4
5 30 11 85 6 448 49 142 15 66 101 4	5 14 71 8 10 97 477 148 6 74 75 1475 4
5 30 11 85 6 49 142 5 55 880 32 20 4	5 14 71 8 51 97 265 148 6 74 19 25 883 39 4
5 30 11 51 19 121 13 5 77 41 148 4	5 14 425 8 20 48 302 33 38 42 716 4
5 956 600 904 10 764 19 57 4	5 2962 11 465 16 601 9 30 1306 6 74 4
5 62 11 259 40 13 29 127 69 102 1001 4	5 14 266 119 8 11 82 137 130 80 4063 4
5 62 11 40 13 14 69 239 301 612 4	5 14 266 8 11 22 130 169 294 56 660 4
5 62 11 40 6 144 69 207 47 8 1 4	19 949 11 17 155 129 46 245 60 1 4
5 62 11 40 6 144 69 207 47 8 1 4	19 949 11 10 794 129 46 245 60 1 4
5 62 11 40 6 144 69 207 47 8 1 4	19 949 11 17 2732 129 29 245 60 1 4
5 62 11 407 521 8 250 19 13 5058 4	5 21 25 8 49 13 57 755 15 269 6 20 1 4
5 62 11 85 237 28 57 5 77 35 2967 4	5 21 25 79 13 109 13 159 190 19 5889 4
5 62 11 85 237 28 57 5 77 35 2967 4	5 14 217 13 109 13 159 190 19 5889 4
5 18 38 40 8 564 293 7 140 267 4	5 14 334 8 16 273 48 238 13 179 536 4
5 23 11 259 40 71 5 39 7 18 20 333 4	5 14 84 119 8 62 5 50 992 13 38 150 4
5 23 11 24 10 331 26 113 5 24 185 1381 4	5 21 25 8 6 320 133 19 25 125 1439 4
5 23 11 24 189 114 7 214 10 159 460 4	5 21 25 8 177 29 126 34 280 23 236 484 4
5 23 11 24 189 114 7 214 10 159 460 4	5 21 25 8 177 29 126 34 280 30 313 1437 4
5 23 11 40 121 58 253 1955 4	5 14 334 112 6 270 1995 4
5 23 11 40 49 108 114 14 56 83 451 4	5 14 84 8 148 29 126 1 22 64 115 4
5 23 11 40 49 6 30 157 316 2030 4	19 371 90 10 161 242 13 6 1992 1 4
5 23 11 40 71 25 36 76 7 109 15 42 57 4	5 14 84 8 62 27 348 43 523 13 74 4
5 23 11 40 90 15 181 26 113 15 181 4	5 14 84 8 127 35 9 276 26 133 35 9 276 4
5 23 11 40 707 5 66 24 57 7 18 15 4	19 371 62 19 1163 15 74 6 15 38 4
5 23 11 79 33 114 4 5 72 79 33 57 4	5 21 25 8 103 6 94 126 4 19 25 103 6 94 74 4
5 23 11 79 33 114 4 5 72 79 33 57 4	5 21 25 8 103 6 73 126 4 19 25 103 6 73 74 4
5 23 11 326 7 1431 21 8 1 1 4	5 21 25 8 24 555 6 2789 200 1 5858 4
5 23 11 88 70 14 175 22 7 35 59 133 4	5 14 384 8 78 22 374 11 5 261 108 144 145 4
5 23 11 39 86 2229 4 5 39 86 1082 4	5 14 50 8 46 752 4 5 50 30 1285 4
5 23 11 39 7 50 74 21 20 248 19 420 4	5 14 50 8 338 98 20 74 4
5 23 11 39 7 269 119 390 107 726 4	5 14 50 8 346 42 11 657 4
5 145 296 4 78 6 752 8 441 26 98 9	19 25 445 4 316 17 905 16 511 26 45 12 51 489 7
5 922 13 37 66 883 21 65 511 4	5 83 37 36 4594 41 70 516 4
5 666 10 355 19 2767 295 18 96 81 4	19 25 347 37 23 1900 6 5313 302 27 38 56 91 4
5 191 1034 1138 7 35 60 1 4	5 324 72 1 29 403 46 1225 2766 4
5 2718 29 2457 56 186 167 21 29 1209 4	5 1 122 3467 64 31 1 41 82 1343 4
5 2718 29 2457 56 186 167 21 29 1209 4	19 25 4291 122 3467 64 31 25 1 41 82 1343 4
5 265 29 218 215 1 74 111 2457 4	19 25 301 82 196 568 13 5112 214 3467 4
5 105 10 1610 877 19 788 74 19 52 4	19 25 1140 6 76 23 1 1177 4
5 105 73 324 189 7 521 8 224 291 4	5 33 32 1450 6 180 190 34 176 15 439 117 4
5 69 10 358 17 1240 177 252 4	19 155 23 763 10 166 15 488 26 153 274 4
5 69 10 1600 26 56 5 240 8 120 168 133 4	19 155 199 13 16 414 64 19 25 225 23 209 6 1487 144 145 4
5 69 102 546 8 262 410 45 29 226 4	19 155 1546 16 119 407 195 82 194 4
5 69 102 406 32 86 584 90 16 256 21 4	5 7134 239 30 190 590 12 2056 4
5 69 111 480 1841 65 150 177 4	19 25 162 56 199 13 296 100 116 153 4
5 69 7 3457 8 338 318 15 27 106 501 4	5 3751 443 15 319 13 2055 1 596 37 12 54 118 557 4
5 367 814 82 125 13 45 721 31 8 262 4	5 435 31 823 48 1178 11 99 31 769 65 31 1299 4
5 367 814 82 125 13 45 721 31 8 262 4	5 435 31 823 48 1178 11 99 31 769 65 5542 4
5 24 10 594 5 55 357 65 756 158 4	19 25 15 1038 6 24 104 169 1906 96 254 4
5 24 10 216 812 171 12 10 747 2081 4	19 25 23 255 317 15 156 9 23 2790 1161 4
5 24 10 2225 2444 4 18 6 24 10 2911 1097 9	19 25 23 199 6 2626 4 63 17 30 1 34 16 4268 7
5 24 10 2225 2444 4 18 6 24 10 2911 1097 9	19 25 199 13 16 2626 4 66 10 30 1 34 16 4268 7
5 24 67 592 113 7 151 28 44 2689 22 4	5 21 25 29 135 538 11 6 193 20 37 101 33 4533 4
5 24 67 592 113 7 151 28 44 2689 22 4	5 14 579 8 29 135 538 11 6 193 20 37 67 33 4533 4
5 24 67 229 7 28 4052 5 30 449 167 4	5 21 25 299 221 262 13 158 353 5 71 270 38 461 4
5 24 8 262 671 64 33 331 75 4	19 25 15 119 711 11 73 320 4
5 24 7 657 56 88 28 8 1718 452 4	5 136 1043 64 124 20 11 15 1692 1 4
5 24 7 50 808 4 5 54 35 124 21 86 584 4	5 136 102 38 31 1158 26 5 1532 41 30 190 4
5 268 11 1747 29 3737 251 20 252 4	5 21 25 8 129 833 122 4977 20 274 4
5 268 11 69 57 7 123 32 28 6 175 4	5 21 25 8 162 15 74 6 583 20 11 17 228 4
